failure_rate,checkpoint_cost,loop_count,cyclomatic_complexity,avg_block_size,checkpoint_count,recompute_time,efficiency
37.95287181655118,0.007962792612238392,3,9,3.0,13,0.0,24.02559
33.555362249281444,0.005910945804839989,3,9,3.0,13,0.0,18.391024
80.91746572249792,0.00919194080389538,3,9,3.0,15,0.0,17.638898
38.77133911614068,0.0028731196329787475,3,9,3.0,13,0.0,19.724854
3.7014170108599647,0.008170506532077524,3,9,3.0,14,0.0,19.931122
22.20091758449775,0.0006550023543355594,3,9,3.0,14,0.0,16.445679
18.162344253151307,0.0021677790168509368,3,9,3.0,14,0.0,16.423291
69.92118981932026,0.004324345563385759,3,9,3.0,13,0.0,21.076542
89.13360670942231,0.0008122411503190311,3,9,3.0,15,0.0,15.784559
11.847267037709852,0.0067432507153155005,3,9,3.0,17,0.0,15.048306
18.501506931052553,0.0018382407050545283,3,9,3.0,16,0.0,13.900572
97.7678526528947,0.007025578550965438,3,9,3.0,13,0.0,22.697972
72.02343620505573,0.0023782192965180835,3,9,3.0,13,0.0,16.833886
80.53353920438344,0.0007209747698648039,3,9,3.0,14,0.0,13.240073
52.32469184196852,0.002538195866024976,3,9,3.0,15,0.0,15.083837
87.68255271589719,0.007653457624499198,3,9,3.0,11,0.0,22.89484
29.643797009687322,0.008813094450152574,3,9,3.0,14,0.0,20.434205
17.706427358973798,0.0048320479796128924,3,9,3.0,11,0.0,14.107236
88.39929175032862,0.0028787230393807466,3,9,3.0,12,0.0,18.925991
19.313948379952656,0.008367006464325812,3,9,3.0,19,0.0,14.273384
95.12747778749552,0.00808962985645521,3,9,3.0,11,0.0,23.727583
76.2724272783288,0.004098549141704672,3,9,3.0,17,0.0,12.001946
92.72487928876171,0.004935409681744766,3,9,3.0,12,0.0,20.755593
39.58099124832354,0.003740636923430907,3,9,3.0,12,0.000504,14.769031
14.992493127616488,0.005915380035887981,3,9,3.0,16,0.0,15.898573
91.89754401156053,0.004406601772922585,3,9,3.0,16,0.0,13.006152
87.60471388952266,0.0032525573677789138,3,9,3.0,19,0.0,10.07929
98.06424936259552,0.003563987736475517,3,9,3.0,14,0.0,15.97874
91.54077805829336,0.002627035069873533,3,9,3.0,13,0.0,16.046938
5.609552295849554,0.00025811453400197354,3,9,3.0,14,0.0,16.033411
87.85705983298787,0.0006672213719402562,3,9,3.0,11,0.001011,9.937692
66.48589842735784,0.00041790804629091374,3,9,3.0,12,0.0,22.874525
14.529547683016569,0.003685998172842142,3,9,3.0,13,0.0,17.252979
61.53929274678486,0.0010224234953855886,3,9,3.0,16,0.0,13.770598
82.62502412508053,0.006736560120758548,3,9,3.0,13,0.000551,18.28748
49.89510358211993,0.005811436552887727,3,9,3.0,14,0.0,19.496658
72.73316031227525,0.0062334963016390825,3,9,3.0,16,0.0,13.326148
10.09356997732926,0.0059369198915196885,3,9,3.0,14,0.0,19.024413
74.28600907046187,0.007481837102946694,3,9,3.0,15,0.0,18.049581
9.561006819928972,0.007089596447810375,3,9,3.0,16,0.0,16.352715
68.00345677128146,0.0019608852564692524,3,9,3.0,18,0.0,12.972249
67.3684994318688,0.0011472587295946056,3,9,3.0,12,0.0,15.377969
51.96163795530544,0.005913196779153273,3,9,3.0,11,0.0,14.95777
27.603045738130223,0.001539865983496068,3,9,3.0,14,0.000542,9.70475
57.59647714233804,0.005417208852799547,3,9,3.0,13,0.0,16.2136
11.130652700614517,0.003488326080474823,3,9,3.0,11,0.0,13.782906
48.07969485224782,0.007045340627152299,3,9,3.0,12,0.0,22.025642
58.46807817105285,0.00026698743974235467,3,9,3.0,20,0.0,10.948391
65.27000587122693,0.008503037963377941,3,9,3.0,19,0.000516,13.574651
57.30660293114245,0.005952249042344317,3,9,3.0,15,0.0,17.127803
16.967927052587616,0.00051672034759066,3,9,3.0,16,0.0,9.729964
20.09590813016632,0.008429802582078719,3,9,3.0,14,0.0,19.891058
29.339807818665903,0.008998239169166037,3,9,3.0,13,0.000519,19.477012
45.93132514128959,0.009240531447672496,3,9,3.0,11,0.0,16.244203
5.162775464789943,0.007137902572172253,3,9,3.0,20,0.0,13.51603
53.10272431184587,0.00652410107762043,3,9,3.0,16,0.0,16.203567
10.58081904629327,0.005857443048046347,3,9,3.0,12,0.000548,12.166667
39.10926179200942,0.00015175515711971708,3,9,3.0,14,0.0,16.424196
12.175159901012579,0.00890249198231348,3,9,3.0,15,0.0,18.998589
68.620785628522,0.002360364570758975,3,9,3.0,17,0.0,11.74652
81.7710079899929,0.006987641408831273,3,9,3.0,15,0.0,15.882337
51.63004169427257,0.0005998912897253626,3,9,3.0,14,0.0,15.980242
94.46810876186865,0.0012875292607865698,3,9,3.0,11,0.001082,16.985764
55.470178680196646,0.008917730391416152,3,9,3.0,14,0.0,18.32039
13.120837233810592,0.009338442289830778,3,9,3.0,14,0.0,21.175254
45.92755672703284,0.004870139020268204,3,9,3.0,12,0.000536,17.618836
43.033513245881636,0.003061292031001849,3,9,3.0,18,0.0,12.266813
1.7837750184639811,0.008007781391762229,3,9,3.0,16,0.0,16.383817
25.409923320620628,0.00793450884005537,3,9,3.0,15,0.0,18.283529
81.70003204117403,0.006200312223739445,3,9,3.0,10,0.0,16.9421
65.14316994650959,0.00886657205229735,3,9,3.0,9,0.0,16.839287
99.3853999541344,0.004689502072677863,3,9,3.0,15,0.0,16.817773
93.75633585373373,0.005904080626965196,3,9,3.0,14,0.0,18.746086
26.0173684036967,0.004253127703443831,3,9,3.0,18,0.0,13.494406
73.53173195259554,0.00786683841535403,3,9,3.0,13,0.0,23.172175
46.74777718133901,0.008405486783122395,3,9,3.0,15,0.0,18.636326
3.607194357125293,0.005689719265529347,3,9,3.0,12,0.0,13.698036
67.77048484208788,0.0003369921871346591,3,9,3.0,14,0.0,16.021977
75.22355121261238,0.006032677285044727,3,9,3.0,11,0.000545,25.381767
16.605603020740638,0.006279051912448224,3,9,3.0,11,0.0,15.093403
92.01678206015373,0.0076689565341333844,3,9,3.0,12,0.0,18.75845
39.78821425401624,0.0011527205757514982,3,9,3.0,10,0.0,12.199369
0.2121746633503545,0.006695228242272328,3,9,3.0,17,0.0,15.438179
31.783830504094308,0.00189704585649264,3,9,3.0,18,0.0,12.560556
67.4552320029447,0.001790130361500438,3,9,3.0,13,0.0,16.679828
5.87814752083158,0.007811115512275781,3,9,3.0,17,0.0,15.905261
64.14847089519235,0.0036749567177817395,3,9,3.0,17,0.0,13.178064
72.0897151846004,0.006774280848593484,3,9,3.0,13,0.0,21.700956
33.254016416562976,0.0019799165961289244,3,9,3.0,14,0.0,16.891091
48.96229935767467,0.004960720627601419,3,9,3.0,13,0.0,17.573754
69.48071333390833,0.0003180048976623022,3,9,3.0,14,0.000548,9.915253
17.432524186090102,0.0008916514018445966,3,9,3.0,14,0.0,16.08396
10.762696846283555,0.007368315473330717,3,9,3.0,15,0.0,17.686948
10.965059981864538,0.006477965126897296,3,9,3.0,15,0.0,17.582287
6.568139397927655,0.0009465760235458584,3,9,3.0,14,0.0,16.420958
56.05815113630138,0.00722808869803515,3,9,3.0,16,0.0,16.963816
89.97148064128304,0.005015460935932583,3,9,3.0,15,0.0,15.265993
67.96791086869378,0.0024121201546867125,3,9,3.0,17,0.0,13.392918
68.15516608623935,0.0014490199102433193,3,9,3.0,10,0.0,14.930222
50.59078473863,0.004620138848382767,3,9,3.0,16,0.0,15.048288
87.10933682185791,0.0014783587589862579,3,9,3.0,11,0.0,18.375169
57.1805681172888,0.006687467434363592,3,9,3.0,16,0.0,16.333801
98.9083722474217,0.0095025874926115,3,9,3.0,8,0.0,22.447209
62.745960396783865,0.00577054254961572,3,9,3.0,13,0.0,12.869282
28.7348456579537,0.006041449364725103,3,9,3.0,14,0.0,18.91752
51.65434777376738,0.00920095539008367,3,9,3.0,13,0.0,23.52114
7.5729002573569595,0.0005003715453148642,3,9,3.0,14,0.0,15.619365
58.347383776693746,0.0005339441851012269,3,9,3.0,13,0.0,19.305264
29.784245402068372,0.000396726959423911,3,9,3.0,14,0.0,16.466293
48.17409894034461,0.002794837052857182,3,9,3.0,17,0.0,13.552552
42.242783585621446,0.0012219059713323198,3,9,3.0,15,0.0,15.264342
67.1150619689573,0.002267975526105065,3,9,3.0,12,0.0,19.123622
54.32100630128305,0.0041851221856976165,3,9,3.0,13,0.0,15.629233
49.40569495574703,0.009728522170892366,3,9,3.0,14,0.000596,17.96177
99.99863782519664,0.0069550874127247,3,9,3.0,6,0.000523,18.760061
55.33392543410431,0.005071080912897865,3,9,3.0,14,0.0,16.543825
91.52846894098397,0.004644711404802449,3,9,3.0,10,0.001018,18.72186
1.8039913488534245,0.003214587921583802,3,9,3.0,13,0.0,11.721688
52.044899852331284,0.0037433313074169213,3,9,3.0,13,0.000513,17.00074
91.3429373607437,0.0017847958627927422,3,9,3.0,19,0.0,12.034402
17.925256562159852,0.001499755838909502,3,9,3.0,15,0.0,15.260064
8.554575485196747,0.007569504383387217,3,9,3.0,14,0.0,20.208877
16.325892524388447,0.0028028766219409013,3,9,3.0,14,0.0,14.91117
13.38907875045239,0.009789923897502337,3,9,3.0,14,0.0,18.441143
0.3563626330294717,0.005028843675346218,3,9,3.0,16,0.0,15.573076
42.25629389513547,0.0025299230269304946,3,9,3.0,13,0.0,16.927869
21.566863473218245,0.006158296214950036,3,9,3.0,14,0.0,19.113622
70.68712788075571,0.009277786984128896,3,9,3.0,10,0.0011,20.157185
2.663054651719429,0.004814086541237809,3,9,3.0,16,0.0,15.606579
49.88621730942552,0.0015638288838781913,3,9,3.0,10,0.0,12.455063
96.8136601104692,0.0022085990311665484,3,9,3.0,8,0.000543,13.543687
12.627565208641219,0.0023466924281167227,3,9,3.0,14,0.0,17.284212
42.403547549984935,0.001951045175278208,3,9,3.0,29,0.0,10.70214
24.57851012975061,0.007371905155482216,3,9,3.0,13,0.000505,18.560923
4.154198263385163,0.0037425450240545955,3,9,3.0,20,0.0,12.31713
16.58404398652922,0.004025394614172097,3,9,3.0,19,0.0,12.884169
1.084561657523027,0.000847643612927715,3,9,3.0,13,0.0,18.771488
19.438782968276215,0.008791713649234728,3,9,3.0,17,0.0,16.308925
22.881612585975674,0.008129700249976198,3,9,3.0,14,0.0,19.861216
80.74466815613734,0.00985934026186507,3,9,3.0,15,0.0,18.788916
93.86399758145444,0.005250499468319775,3,9,3.0,13,0.0,17.427514
65.37058259369498,0.002233926100642146,3,9,3.0,17,0.0,12.547826
73.60736673667988,0.00853254586237056,3,9,3.0,8,0.00057,19.527115
85.49688590351825,0.0011795963462499133,3,9,3.0,13,0.0,16.042523
49.61146056141908,0.0014185177981701604,3,9,3.0,16,0.0,14.224336
53.8123510828174,0.009238696021623645,3,9,3.0,13,0.0,23.690315
63.42605653842753,0.007309937106810818,3,9,3.0,13,0.0,23.10397
85.65370911430828,0.008801893170038773,3,9,3.0,11,0.001053,18.611731
94.29880976025008,0.0029421345898712637,3,9,3.0,7,0.0,13.638049
29.68748704823163,0.007219064237029441,3,9,3.0,16,0.0,16.778697
93.87063872948087,0.005938984624305812,3,9,3.0,7,0.0,20.045219
22.906913422198986,0.002892993146128895,3,9,3.0,14,0.0,17.067278
59.73973782865821,0.008527623000941025,3,9,3.0,18,0.0,15.699375
66.51474166988078,0.008401918302397485,3,9,3.0,12,0.0,22.710658
14.227115861952754,0.0009574876268528344,3,9,3.0,14,0.0,15.994399
51.757018406859096,0.0021214934758597703,3,9,3.0,17,0.0,13.426086
74.98964053777011,0.0036559063707888636,3,9,3.0,14,0.0,16.259994
56.63746022053595,0.007374672503933906,3,9,3.0,13,0.0,14.458209
18.790012865749727,0.009899769486005468,3,9,3.0,14,0.0,17.430448
15.231592219425382,0.003979250666461007,3,9,3.0,13,0.0,16.702025
97.97452647645237,0.0001369438498631033,3,9,3.0,12,0.0,12.805297
33.410004399295765,0.00017724679632715598,3,9,3.0,11,0.0,11.950913
6.905532071375768,0.008970476267782274,3,9,3.0,18,0.0,12.928391
82.03123612024602,0.0013760061934386578,3,9,3.0,11,0.0,11.733946
48.98798391863719,0.0025280661646415164,3,9,3.0,18,0.0,12.976954
46.24904689298571,0.00934095535447742,3,9,3.0,12,0.0,28.791277
82.28193569337729,0.0019260151361369232,3,9,3.0,9,0.0,18.029335
86.65231145460102,0.00825590228129613,3,9,3.0,10,0.0,16.785236
34.277366500229796,0.005791682469505029,3,9,3.0,14,0.0,16.604705
7.438733946781181,0.003895511465940812,3,9,3.0,18,0.0,13.138713
88.45657901442576,0.005979354953553134,3,9,3.0,10,0.0,14.434033
28.024345296089095,0.0035283592292089144,3,9,3.0,24,0.000533,11.091002
90.32049807811889,0.007599855503926427,3,9,3.0,12,0.0,19.192277
52.39775583197824,0.005742181400541755,3,9,3.0,12,0.0,18.143554
15.549993446722743,0.00626703860729848,3,9,3.0,14,0.0,13.592733
14.236475927342887,0.004616709193668213,3,9,3.0,16,0.0,14.213236
49.070370930607254,0.00048020141438006794,3,9,3.0,13,0.0,18.336862
46.83908409116736,0.007603720283759783,3,9,3.0,13,0.00055,18.816584
85.10950526584706,0.0019756324571238377,3,9,3.0,12,0.0,14.130691
33.12893011237763,0.0016816378818906817,3,9,3.0,13,0.0,16.052271
81.19842732099175,0.006681543163862772,3,9,3.0,15,0.0,11.090852
42.60868442716784,0.0035556980750386046,3,9,3.0,9,0.0,14.942244
78.50514964315754,0.009998689024296726,3,9,3.0,17,0.000528,13.669525
93.28433324832808,0.002049917258375632,3,9,3.0,10,0.0,13.725763
90.56025745902672,0.008720199482235482,3,9,3.0,10,0.000516,12.775785
20.50324585690913,0.006222286112859229,3,9,3.0,16,0.0,16.261151
2.513698744404721,0.005395016113335864,3,9,3.0,13,0.0,12.693753
57.697942303955074,0.009217329934257806,3,9,3.0,14,0.0,16.873142
51.31554649707342,0.0023883682527483627,3,9,3.0,15,0.0,13.189629
98.80179349118279,0.0007413582024865805,3,9,3.0,13,0.0,17.88272
90.43412487472183,0.0057459145528080974,3,9,3.0,10,0.0,16.57597
42.786085785091736,0.0023870154044926596,3,9,3.0,13,0.001099,14.045403
90.59411382125705,0.009846857917823715,3,9,3.0,9,0.000526,14.909589
68.14272200050806,0.007424071976491946,3,9,3.0,11,0.0,27.086777
48.89014226122469,0.002161980662954412,3,9,3.0,11,0.0,11.277028
60.50069999367896,0.0008459776401879053,3,9,3.0,11,0.000986,7.235777
3.9692398061462484,0.004727296817970777,3,9,3.0,13,0.0,16.566904
7.794947426738949,0.0008733309553408718,3,9,3.0,16,0.0,12.189386
6.643218474562948,0.002085107351616832,3,9,3.0,13,0.0,11.498825
92.35084332350786,0.0067312342125168245,3,9,3.0,12,0.0,14.287399
88.01163418426097,0.0037168686328053363,3,9,3.0,14,0.0,17.164931
34.02117226688177,0.002919765100271032,3,9,3.0,11,0.0,13.460813
81.71528203370889,0.008212181725391154,3,9,3.0,16,0.0,12.087767
82.12363512476632,0.003907083843843889,3,9,3.0,11,0.0,16.772631
58.42372048499188,0.0019375616402297685,3,9,3.0,21,0.0,9.827742
64.28385961047118,0.006411881173327722,3,9,3.0,11,0.000566,24.526136
18.78080884158315,0.0033004917722652834,3,9,3.0,14,0.0,17.199676
86.98658893976177,0.007073044308220736,3,9,3.0,8,0.00056,9.228129
75.85901118779856,0.002448321937395647,3,9,3.0,11,0.000516,8.741231
26.618433217754305,0.0023816484173387357,3,9,3.0,16,0.0,14.324613
51.0269666751655,0.004136437325309867,3,9,3.0,17,0.0,13.969316
35.67673401655434,0.004124338748467927,3,9,3.0,13,0.0,17.828251
2.2456604425365105,0.00704866859801156,3,9,3.0,16,0.0,16.50086
84.06522922943958,0.007879840585551195,3,9,3.0,13,0.0,19.039595
59.77888390429528,0.007240977535873628,3,9,3.0,14,0.0,13.880805
31.771458707451433,0.0018762686049941851,3,9,3.0,12,0.0,6.42818
47.85224252194617,0.006199295688962615,3,9,3.0,14,0.0,19.4584
35.47982996069944,0.0025649126289890222,3,9,3.0,16,0.0,14.23159
93.51292750896354,0.0008878397789107499,3,9,3.0,13,0.0,10.464586
35.77132427200627,0.00816375380564014,3,9,3.0,23,0.000771,11.78327
27.783089774328317,0.007603471060072984,3,9,3.0,15,0.0,17.970852
35.523587008069136,0.004755799064596911,3,9,3.0,19,0.0,12.338756
55.86685805166258,0.0007912755271821322,3,9,3.0,13,0.000566,11.255063
13.867817936666935,0.004579181874248211,3,9,3.0,10,0.0,12.768761
49.31127619674651,0.002379033136677125,3,9,3.0,13,0.0,15.199826
29.981857875934146,0.0006094909762257366,3,9,3.0,15,0.0,12.812483
26.679527254071964,0.006910247031798236,3,9,3.0,12,0.0,13.986175
29.828088161280007,0.0014086829400299023,3,9,3.0,11,0.0,11.98734
17.653133704151298,0.0033321847261326026,3,9,3.0,14,0.0,17.385102
30.06307916832895,0.008745472924338887,3,9,3.0,14,0.0,20.48152
13.089928601967328,0.0009232686975465044,3,9,3.0,12,0.0,11.888636
38.574588460270036,0.005691548824754192,3,9,3.0,12,0.0,15.059613
12.404738200008579,0.007440602064122918,3,9,3.0,15,0.0,17.735128
1.3188201961622243,0.001781527672270856,3,9,3.0,19,0.0,11.762926
2.7479546931853265,0.005306492111055899,3,9,3.0,15,0.0,16.254911
33.15761623344036,0.0031373149812555044,3,9,3.0,11,0.0,13.450174
64.82556723187344,0.002602379053544349,3,9,3.0,10,0.0,15.199169
66.31339028770958,0.004598476868476842,3,9,3.0,16,0.0,9.610687
93.50177951060935,0.005464616588588646,3,9,3.0,11,0.000563,18.473353
44.06228608833484,0.00482346683834082,3,9,3.0,15,0.0,11.858502
29.885548589184296,0.0028770839184674366,3,9,3.0,17,0.0,11.45161
82.46359569902852,0.005531251105514061,3,9,3.0,12,0.0,13.903474
7.33609557932517,0.0026009160783020333,3,9,3.0,14,0.0,17.058021
51.593799831285374,0.008449273787791112,3,9,3.0,15,0.0,16.512047
58.94691395136332,0.0025287321155312206,3,9,3.0,14,0.0,17.742939
46.57732397098526,0.0026562528461980756,3,9,3.0,15,0.000509,11.677607
61.276425423965414,0.0036196893294688777,3,9,3.0,16,0.0,13.182413
19.009556265189275,0.006096789144809374,3,9,3.0,15,0.0,15.975725
33.15414577877737,0.005742048100437971,3,9,3.0,14,0.0,18.503462
69.10151670690263,0.0003314276658893082,3,9,3.0,11,0.0,11.259954
9.276826526816004,0.005510448413475353,3,9,3.0,15,0.000534,14.487476
23.717164278654888,0.0040644483893685305,3,9,3.0,13,0.0,17.70103
45.07330867562447,0.008051085233571075,3,9,3.0,16,0.0,14.026349
34.79313962019386,0.0077935594238895635,3,9,3.0,13,0.0,18.901774
